product_id,title,category,rating,price,review_count
B0001828,Sample Product 1828,Books,4.1,397.31,15
B0001829,Sample Product 1829,Toys & Games,3.5,38.0,592
B0001830,Sample Product 1830,Sports & Outdoors,5.0,279.54,509
B0001831,Sample Product 1831,Automotive,3.7,166.42,537
B0001832,Sample Product 1832,Toys & Games,3.4,358.71,323
B0001833,Sample Product 1833,Pet Supplies,4.1,485.42,824
B0001834,Sample Product 1834,Sports & Outdoors,4.3,489.74,736
B0001835,Sample Product 1835,Electronics,2.5,253.88,529
B0001836,Sample Product 1836,Pet Supplies,2.4,263.31,339
B0001837,Sample Product 1837,Electronics,3.7,9.21,465
B0001838,Sample Product 1838,Office Products,3.3,31.2,604
B0001839,Sample Product 1839,Home & Garden,5.0,477.81,820
B0001840,Sample Product 1840,Electronics,3.4,290.58,900
B0001841,Sample Product 1841,Home & Garden,3.6,181.32,499
B0001842,Sample Product 1842,Sports & Outdoors,2.2,213.02,950
B0001843,Sample Product 1843,Toys & Games,5.0,7.9,269
B0001844,Sample Product 1844,Automotive,4.5,138.99,731
B0001845,Sample Product 1845,Automotive,4.3,286.62,472
B0001846,Sample Product 1846,Clothing,4.3,208.1,90
B0001847,Sample Product 1847,Electronics,3.7,147.06,588
B0001848,Sample Product 1848,Office Products,2.4,195.09,318
B0001849,Sample Product 1849,Electronics,3.9,375.75,559
B0001850,Sample Product 1850,Electronics,5.0,472.51,447
B0001851,Sample Product 1851,Office Products,2.3,264.03,201
B0001852,Sample Product 1852,Pet Supplies,4.2,468.6,554
B0001853,Sample Product 1853,Toys & Games,3.1,435.42,185
B0001854,Sample Product 1854,Office Products,4.4,103.84,124
B0001855,Sample Product 1855,Pet Supplies,3.6,104.43,727
B0001856,Sample Product 1856,Beauty & Health,3.7,272.71,315
B0001857,Sample Product 1857,Home & Garden,1.8,146.49,933
B0001858,Sample Product 1858,Pet Supplies,3.7,409.81,798
B0001859,Sample Product 1859,Electronics,5.0,465.25,424
B0001860,Sample Product 1860,Pet Supplies,4.0,306.8,252
B0001861,Sample Product 1861,Office Products,3.4,206.5,385
B0001862,Sample Product 1862,Beauty & Health,4.6,350.24,55
B0001863,Sample Product 1863,Home & Garden,2.9,363.57,421
B0001864,Sample Product 1864,Office Products,3.7,93.27,871
B0001865,Sample Product 1865,Home & Garden,4.8,211.89,665
B0001866,Sample Product 1866,Toys & Games,3.4,151.61,289
B0001867,Sample Product 1867,Automotive,3.7,223.72,897
B0001868,Sample Product 1868,Sports & Outdoors,4.5,379.61,894
B0001869,Sample Product 1869,Beauty & Health,4.4,200.3,640
B0001870,Sample Product 1870,Electronics,4.9,25.61,955
B0001871,Sample Product 1871,Toys & Games,4.4,430.08,791
B0001872,Sample Product 1872,Automotive,4.6,377.41,162
B0001873,Sample Product 1873,Sports & Outdoors,3.8,267.14,565
B0001874,Sample Product 1874,Toys & Games,5.0,107.86,137
B0001875,Sample Product 1875,Pet Supplies,3.1,112.8,430
B0001876,Sample Product 1876,Pet Supplies,4.3,371.74,370
B0001877,Sample Product 1877,Electronics,5.0,180.99,633
B0001878,Sample Product 1878,Pet Supplies,4.6,373.97,307
B0001879,Sample Product 1879,Office Products,2.5,206.17,109
B0001880,Sample Product 1880,Electronics,3.7,126.05,891
B0001881,Sample Product 1881,Automotive,4.8,172.92,904
B0001882,Sample Product 1882,Office Products,2.8,69.57,166
B0001883,Sample Product 1883,Office Products,3.8,81.21,47
B0001884,Sample Product 1884,Toys & Games,5.0,443.99,486
B0001885,Sample Product 1885,Clothing,3.2,374.14,124
B0001886,Sample Product 1886,Electronics,5.0,13.56,380
B0001887,Sample Product 1887,Electronics,4.5,429.59,238
B0001888,Sample Product 1888,Home & Garden,3.1,333.9,588
B0001889,Sample Product 1889,Office Products,3.9,93.05,764
B0001890,Sample Product 1890,Automotive,4.3,431.61,636
B0001891,Sample Product 1891,Pet Supplies,3.2,497.31,596
B0001892,Sample Product 1892,Office Products,2.7,281.15,552
B0001893,Sample Product 1893,Toys & Games,3.5,47.8,918
B0001894,Sample Product 1894,Office Products,3.7,458.01,8
B0001895,Sample Product 1895,Electronics,3.9,301.1,699
B0001896,Sample Product 1896,Beauty & Health,5.0,262.46,756
B0001897,Sample Product 1897,Automotive,5.0,167.49,559
B0001898,Sample Product 1898,Sports & Outdoors,4.4,86.54,975
B0001899,Sample Product 1899,Clothing,4.9,147.19,425
B0001900,Sample Product 1900,Sports & Outdoors,4.3,32.1,977
B0001901,Sample Product 1901,Electronics,4.2,243.54,64
B0001902,Sample Product 1902,Home & Garden,3.5,390.28,545
B0001903,Sample Product 1903,Electronics,3.0,277.52,316
B0001904,Sample Product 1904,Pet Supplies,3.4,161.87,591
B0001905,Sample Product 1905,Electronics,2.9,131.06,534
B0001906,Sample Product 1906,Electronics,3.6,59.72,809
B0001907,Sample Product 1907,Clothing,4.0,270.03,319
B0001908,Sample Product 1908,Electronics,3.8,170.18,314
B0001909,Sample Product 1909,Books,5.0,388.13,541
B0001910,Sample Product 1910,Electronics,5.0,256.8,896
B0001911,Sample Product 1911,Home & Garden,4.6,270.06,889
B0001912,Sample Product 1912,Office Products,5.0,401.08,801
B0001913,Sample Product 1913,Pet Supplies,4.5,483.06,837
B0001914,Sample Product 1914,Books,4.2,110.7,715
B0001915,Sample Product 1915,Electronics,4.6,205.48,431
B0001916,Sample Product 1916,Books,4.5,459.67,557
B0001917,Sample Product 1917,Sports & Outdoors,3.3,82.48,165
B0001918,Sample Product 1918,Sports & Outdoors,4.7,297.72,177
B0001919,Sample Product 1919,Pet Supplies,2.6,373.89,925
B0001920,Sample Product 1920,Office Products,5.0,158.38,444
B0001921,Sample Product 1921,Beauty & Health,3.7,40.51,601
B0001922,Sample Product 1922,Toys & Games,4.2,14.6,830
B0001923,Sample Product 1923,Office Products,4.2,455.25,127
B0001924,Sample Product 1924,Toys & Games,2.4,199.46,833
B0001925,Sample Product 1925,Books,4.7,291.15,667
B0001926,Sample Product 1926,Clothing,5.0,171.47,481
B0001927,Sample Product 1927,Automotive,3.6,146.03,111
B0001928,Sample Product 1928,Books,4.5,353.57,420
B0001929,Sample Product 1929,Office Products,2.9,9.84,329
B0001930,Sample Product 1930,Toys & Games,5.0,7.42,269
B0001931,Sample Product 1931,Beauty & Health,4.2,57.61,912
B0001932,Sample Product 1932,Clothing,1.0,450.88,273
B0001933,Sample Product 1933,Home & Garden,4.8,194.87,417
B0001934,Sample Product 1934,Electronics,3.0,103.79,731
B0001935,Sample Product 1935,Automotive,3.7,323.47,962
B0001936,Sample Product 1936,Beauty & Health,4.7,426.49,701
B0001937,Sample Product 1937,Sports & Outdoors,3.5,39.5,991
B0001938,Sample Product 1938,Home & Garden,3.5,90.51,647
B0001939,Sample Product 1939,Home & Garden,3.2,455.86,935
B0001940,Sample Product 1940,Beauty & Health,4.7,28.99,212
B0001941,Sample Product 1941,Home & Garden,4.0,285.11,835
B0001942,Sample Product 1942,Office Products,2.8,362.38,409
B0001943,Sample Product 1943,Beauty & Health,3.4,328.77,550
B0001944,Sample Product 1944,Pet Supplies,2.3,384.32,777
B0001945,Sample Product 1945,Beauty & Health,3.9,156.3,712
B0001946,Sample Product 1946,Electronics,4.1,40.83,544
B0001947,Sample Product 1947,Electronics,4.2,441.71,445
B0001948,Sample Product 1948,Books,4.7,51.09,636
B0001949,Sample Product 1949,Home & Garden,3.9,183.11,463
B0001950,Sample Product 1950,Sports & Outdoors,3.3,256.93,245
B0001951,Sample Product 1951,Electronics,3.0,484.64,331
B0001952,Sample Product 1952,Books,4.1,422.06,736
B0001953,Sample Product 1953,Toys & Games,3.8,60.63,745
B0001954,Sample Product 1954,Beauty & Health,5.0,149.79,156
B0001955,Sample Product 1955,Office Products,4.5,180.02,87
B0001956,Sample Product 1956,Office Products,4.2,361.96,792
B0001957,Sample Product 1957,Office Products,5.0,422.05,342
B0001958,Sample Product 1958,Sports & Outdoors,3.2,82.9,175
B0001959,Sample Product 1959,Home & Garden,1.8,402.09,704
B0001960,Sample Product 1960,Beauty & Health,3.3,448.66,494
B0001961,Sample Product 1961,Office Products,4.5,230.53,9
B0001962,Sample Product 1962,Electronics,3.8,332.37,970
B0001963,Sample Product 1963,Electronics,4.7,187.51,82
B0001964,Sample Product 1964,Office Products,2.7,418.76,886
B0001965,Sample Product 1965,Home & Garden,3.1,128.12,328
B0001966,Sample Product 1966,Pet Supplies,4.4,356.02,762
B0001967,Sample Product 1967,Sports & Outdoors,3.1,23.03,12
B0001968,Sample Product 1968,Clothing,3.8,371.31,401
B0001969,Sample Product 1969,Clothing,4.3,397.37,679
B0001970,Sample Product 1970,Toys & Games,3.6,492.24,416
B0001971,Sample Product 1971,Automotive,4.1,80.35,639
B0001972,Sample Product 1972,Office Products,4.7,295.45,363
B0001973,Sample Product 1973,Books,3.5,498.42,228
B0001974,Sample Product 1974,Home & Garden,4.6,255.36,712
B0001975,Sample Product 1975,Books,3.6,466.66,88
B0001976,Sample Product 1976,Clothing,3.9,439.73,388
B0001977,Sample Product 1977,Office Products,2.8,465.29,278
B0001978,Sample Product 1978,Office Products,3.2,402.31,13
B0001979,Sample Product 1979,Electronics,4.2,204.97,344
B0001980,Sample Product 1980,Pet Supplies,3.6,318.73,622
B0001981,Sample Product 1981,Toys & Games,2.6,172.22,71
B0001982,Sample Product 1982,Books,4.6,263.26,327
B0001983,Sample Product 1983,Toys & Games,4.0,313.47,446
B0001984,Sample Product 1984,Sports & Outdoors,2.9,289.12,735
B0001985,Sample Product 1985,Electronics,4.2,280.57,848
B0001986,Sample Product 1986,Toys & Games,5.0,219.22,193
B0001987,Sample Product 1987,Clothing,3.3,14.09,599
B0001988,Sample Product 1988,Beauty & Health,3.6,50.01,51
B0001989,Sample Product 1989,Electronics,4.0,67.92,427
B0001990,Sample Product 1990,Pet Supplies,5.0,26.61,293
B0001991,Sample Product 1991,Toys & Games,4.4,445.43,103
B0001992,Sample Product 1992,Sports & Outdoors,3.6,245.59,104
B0001993,Sample Product 1993,Pet Supplies,3.2,266.38,252
B0001994,Sample Product 1994,Toys & Games,3.3,57.02,298
B0001995,Sample Product 1995,Sports & Outdoors,4.7,260.97,55
B0001996,Sample Product 1996,Home & Garden,3.5,387.58,167
B0001997,Sample Product 1997,Beauty & Health,4.4,440.33,441
B0001998,Sample Product 1998,Pet Supplies,3.4,142.68,573
B0001999,Sample Product 1999,Books,4.5,472.84,838
B0002000,Sample Product 2000,Books,5.0,85.28,287
B0002001,Sample Product 2001,Beauty & Health,3.7,370.58,312
B0002002,Sample Product 2002,Office Products,4.7,238.47,350
B0002003,Sample Product 2003,Home & Garden,5.0,27.97,888
B0002004,Sample Product 2004,Clothing,4.8,255.3,980
B0002005,Sample Product 2005,Electronics,4.4,156.57,82
B0002006,Sample Product 2006,Electronics,3.6,411.13,590
B0002007,Sample Product 2007,Clothing,3.1,261.57,782
B0002008,Sample Product 2008,Beauty & Health,4.8,366.3,537
B0002009,Sample Product 2009,Books,3.5,316.46,946
B0002010,Sample Product 2010,Office Products,5.0,70.36,589
B0002011,Sample Product 2011,Pet Supplies,5.0,124.67,12
B0002012,Sample Product 2012,Clothing,5.0,52.93,537
B0002013,Sample Product 2013,Automotive,3.5,230.77,355
B0002014,Sample Product 2014,Pet Supplies,3.7,245.32,408
B0002015,Sample Product 2015,Clothing,3.2,298.32,88
B0002016,Sample Product 2016,Electronics,4.5,60.96,145
B0002017,Sample Product 2017,Beauty & Health,3.9,379.99,239
B0002018,Sample Product 2018,Toys & Games,3.8,116.16,270
B0002019,Sample Product 2019,Automotive,4.6,136.22,338
B0002020,Sample Product 2020,Automotive,4.9,45.96,688
B0002021,Sample Product 2021,Office Products,4.4,150.21,260
B0002022,Sample Product 2022,Toys & Games,5.0,213.06,742
B0002023,Sample Product 2023,Automotive,3.8,451.75,22
B0002024,Sample Product 2024,Automotive,4.5,56.24,324
B0002025,Sample Product 2025,Office Products,4.5,55.08,326
B0002026,Sample Product 2026,Office Products,4.1,272.67,601
B0002027,Sample Product 2027,Beauty & Health,4.5,131.32,220
B0002028,Sample Product 2028,Office Products,5.0,174.87,554
B0002029,Sample Product 2029,Electronics,5.0,223.98,123
B0002030,Sample Product 2030,Pet Supplies,2.3,239.35,898
B0002031,Sample Product 2031,Beauty & Health,4.6,435.06,441
B0002032,Sample Product 2032,Office Products,5.0,453.26,710
B0002033,Sample Product 2033,Home & Garden,3.9,268.31,666
B0002034,Sample Product 2034,Sports & Outdoors,4.2,432.07,281
B0002035,Sample Product 2035,Electronics,3.9,407.14,156
B0002036,Sample Product 2036,Office Products,3.9,452.46,73
B0002037,Sample Product 2037,Electronics,4.5,30.0,622
B0002038,Sample Product 2038,Pet Supplies,3.7,131.86,69
B0002039,Sample Product 2039,Electronics,5.0,336.63,204
B0002040,Sample Product 2040,Beauty & Health,3.7,245.01,430
B0002041,Sample Product 2041,Pet Supplies,3.0,163.75,803
B0002042,Sample Product 2042,Books,4.6,218.63,396
B0002043,Sample Product 2043,Electronics,3.8,496.34,800
B0002044,Sample Product 2044,Beauty & Health,4.2,413.29,568
B0002045,Sample Product 2045,Electronics,5.0,464.2,432
B0002046,Sample Product 2046,Automotive,4.5,43.61,600
B0002047,Sample Product 2047,Electronics,4.8,248.93,671
B0002048,Sample Product 2048,Pet Supplies,2.1,321.5,951
B0002049,Sample Product 2049,Electronics,4.0,218.01,419
B0002050,Sample Product 2050,Electronics,3.8,132.06,554
B0002051,Sample Product 2051,Office Products,4.3,242.61,976
B0002052,Sample Product 2052,Books,4.4,386.49,138
B0002053,Sample Product 2053,Toys & Games,3.1,7.67,791
B0002054,Sample Product 2054,Beauty & Health,3.3,163.76,712
B0002055,Sample Product 2055,Beauty & Health,4.3,120.12,381
B0002056,Sample Product 2056,Office Products,2.9,407.64,213
B0002057,Sample Product 2057,Pet Supplies,3.7,332.49,542
B0002058,Sample Product 2058,Office Products,4.1,415.7,630
B0002059,Sample Product 2059,Electronics,3.3,258.73,925
B0002060,Sample Product 2060,Clothing,2.4,354.79,114
B0002061,Sample Product 2061,Sports & Outdoors,1.8,324.65,546
B0002062,Sample Product 2062,Home & Garden,4.3,92.16,665
B0002063,Sample Product 2063,Beauty & Health,3.6,354.47,62
B0002064,Sample Product 2064,Automotive,4.9,198.09,321
B0002065,Sample Product 2065,Electronics,3.2,367.18,596
B0002066,Sample Product 2066,Office Products,2.9,450.95,1
B0002067,Sample Product 2067,Pet Supplies,4.4,318.47,426
B0002068,Sample Product 2068,Pet Supplies,3.2,85.99,669
B0002069,Sample Product 2069,Home & Garden,3.3,129.24,6
B0002070,Sample Product 2070,Office Products,4.1,390.08,572
B0002071,Sample Product 2071,Toys & Games,5.0,291.98,241
B0002072,Sample Product 2072,Electronics,5.0,44.64,687
B0002073,Sample Product 2073,Sports & Outdoors,3.3,35.5,786
B0002074,Sample Product 2074,Electronics,4.5,128.7,561
B0002075,Sample Product 2075,Electronics,4.7,346.85,22
B0002076,Sample Product 2076,Beauty & Health,2.6,112.32,163
B0002077,Sample Product 2077,Clothing,2.8,485.48,182
B0002078,Sample Product 2078,Office Products,2.8,226.11,971
B0002079,Sample Product 2079,Electronics,5.0,413.44,532
B0002080,Sample Product 2080,Home & Garden,2.4,95.0,299
B0002081,Sample Product 2081,Pet Supplies,4.5,310.05,974
B0002082,Sample Product 2082,Sports & Outdoors,4.6,78.5,692
B0002083,Sample Product 2083,Home & Garden,3.1,265.94,619
B0002084,Sample Product 2084,Clothing,3.0,95.79,185
B0002085,Sample Product 2085,Electronics,4.8,448.89,804
B0002086,Sample Product 2086,Clothing,3.3,68.07,889
B0002087,Sample Product 2087,Pet Supplies,3.3,42.2,781
B0002088,Sample Product 2088,Books,3.7,355.43,852
B0002089,Sample Product 2089,Office Products,5.0,131.73,276
B0002090,Sample Product 2090,Sports & Outdoors,4.2,221.39,226
B0002091,Sample Product 2091,Beauty & Health,3.2,303.98,540
B0002092,Sample Product 2092,Toys & Games,2.8,116.48,146
B0002093,Sample Product 2093,Electronics,5.0,423.55,880
B0002094,Sample Product 2094,Office Products,5.0,418.04,306
B0002095,Sample Product 2095,Beauty & Health,4.3,350.6,672
B0002096,Sample Product 2096,Sports & Outdoors,1.9,251.1,649
B0002097,Sample Product 2097,Automotive,4.4,11.32,478
B0002098,Sample Product 2098,Clothing,3.6,359.64,908
B0002099,Sample Product 2099,Electronics,4.4,439.47,247
B0002100,Sample Product 2100,Sports & Outdoors,3.3,139.5,607
B0002101,Sample Product 2101,Automotive,4.6,303.77,96
B0002102,Sample Product 2102,Sports & Outdoors,4.3,485.9,120
B0002103,Sample Product 2103,Sports & Outdoors,1.8,397.23,633
B0002104,Sample Product 2104,Pet Supplies,3.1,442.45,160
B0002105,Sample Product 2105,Electronics,4.9,97.04,527
B0002106,Sample Product 2106,Sports & Outdoors,4.6,385.97,81
B0002107,Sample Product 2107,Home & Garden,4.1,276.89,832
B0002108,Sample Product 2108,Pet Supplies,3.5,361.97,105
B0002109,Sample Product 2109,Clothing,5.0,479.76,753
B0002110,Sample Product 2110,Clothing,3.0,423.75,897
B0002111,Sample Product 2111,Toys & Games,5.0,139.76,20
B0002112,Sample Product 2112,Clothing,3.8,230.8,447
B0002113,Sample Product 2113,Sports & Outdoors,4.3,395.58,467
B0002114,Sample Product 2114,Automotive,2.6,99.98,257
B0002115,Sample Product 2115,Clothing,2.5,297.5,489
B0002116,Sample Product 2116,Office Products,3.5,415.67,386
B0002117,Sample Product 2117,Toys & Games,4.8,473.11,153
B0002118,Sample Product 2118,Automotive,3.7,317.14,492
B0002119,Sample Product 2119,Office Products,5.0,98.37,172
B0002120,Sample Product 2120,Home & Garden,5.0,369.08,866
B0002121,Sample Product 2121,Sports & Outdoors,4.2,61.13,800
B0002122,Sample Product 2122,Toys & Games,2.6,416.96,568
B0002123,Sample Product 2123,Beauty & Health,3.1,367.91,481
B0002124,Sample Product 2124,Clothing,4.1,354.83,591
B0002125,Sample Product 2125,Home & Garden,4.5,292.49,636
B0002126,Sample Product 2126,Home & Garden,3.4,361.45,8
B0002127,Sample Product 2127,Office Products,5.0,354.3,939
B0002128,Sample Product 2128,Office Products,2.9,413.19,32
B0002129,Sample Product 2129,Electronics,3.8,224.95,808
B0002130,Sample Product 2130,Toys & Games,3.7,119.5,505
B0002131,Sample Product 2131,Sports & Outdoors,5.0,155.76,978
B0002132,Sample Product 2132,Books,4.1,457.65,892
B0002133,Sample Product 2133,Office Products,5.0,424.58,847
B0002134,Sample Product 2134,Beauty & Health,4.5,151.43,367
B0002135,Sample Product 2135,Office Products,5.0,421.1,661
B0002136,Sample Product 2136,Home & Garden,3.7,463.51,858
B0002137,Sample Product 2137,Office Products,4.2,98.8,695
B0002138,Sample Product 2138,Sports & Outdoors,4.3,176.91,213
B0002139,Sample Product 2139,Books,4.2,189.57,392
B0002140,Sample Product 2140,Office Products,3.3,290.56,172
B0002141,Sample Product 2141,Electronics,4.0,266.02,557
B0002142,Sample Product 2142,Clothing,4.2,447.52,844
B0002143,Sample Product 2143,Office Products,3.1,221.96,639
B0002144,Sample Product 2144,Sports & Outdoors,4.6,259.71,611
B0002145,Sample Product 2145,Electronics,3.5,163.2,257
B0002146,Sample Product 2146,Automotive,5.0,404.93,779
B0002147,Sample Product 2147,Home & Garden,4.4,59.54,94
B0002148,Sample Product 2148,Office Products,3.8,312.62,580
B0002149,Sample Product 2149,Sports & Outdoors,4.2,252.68,584
B0002150,Sample Product 2150,Beauty & Health,4.9,347.94,911
B0002151,Sample Product 2151,Sports & Outdoors,2.9,174.46,76
B0002152,Sample Product 2152,Automotive,5.0,291.05,414
B0002153,Sample Product 2153,Electronics,5.0,482.52,76
B0002154,Sample Product 2154,Electronics,5.0,243.8,860
B0002155,Sample Product 2155,Toys & Games,4.6,139.78,426
B0002156,Sample Product 2156,Electronics,5.0,286.91,731
B0002157,Sample Product 2157,Office Products,4.8,75.05,258
B0002158,Sample Product 2158,Home & Garden,3.2,233.65,364
B0002159,Sample Product 2159,Pet Supplies,4.3,449.29,480
B0002160,Sample Product 2160,Home & Garden,3.6,21.61,598
B0002161,Sample Product 2161,Automotive,4.4,29.33,338
B0002162,Sample Product 2162,Beauty & Health,4.3,421.19,52
B0002163,Sample Product 2163,Toys & Games,5.0,122.35,821
B0002164,Sample Product 2164,Pet Supplies,4.3,279.26,18
B0002165,Sample Product 2165,Electronics,4.2,7.65,21
B0002166,Sample Product 2166,Books,4.9,273.48,775
B0002167,Sample Product 2167,Beauty & Health,4.0,74.86,455
B0002168,Sample Product 2168,Office Products,4.7,108.28,539
B0002169,Sample Product 2169,Automotive,4.3,43.96,623
B0002170,Sample Product 2170,Sports & Outdoors,4.3,494.92,433
B0002171,Sample Product 2171,Office Products,3.8,225.15,883
B0002172,Sample Product 2172,Books,5.0,445.21,805
B0002173,Sample Product 2173,Electronics,4.0,284.69,173
B0002174,Sample Product 2174,Beauty & Health,4.2,281.94,591
B0002175,Sample Product 2175,Automotive,4.5,290.7,810
B0002176,Sample Product 2176,Office Products,4.1,395.03,498
B0002177,Sample Product 2177,Office Products,4.4,325.78,86
B0002178,Sample Product 2178,Beauty & Health,3.2,165.6,761
B0002179,Sample Product 2179,Clothing,4.8,17.74,466
B0002180,Sample Product 2180,Sports & Outdoors,4.1,261.52,577
B0002181,Sample Product 2181,Beauty & Health,4.1,20.26,280
B0002182,Sample Product 2182,Automotive,3.4,426.95,396
B0002183,Sample Product 2183,Sports & Outdoors,2.7,292.81,914
B0002184,Sample Product 2184,Electronics,5.0,364.93,738
B0002185,Sample Product 2185,Beauty & Health,3.3,428.63,824
B0002186,Sample Product 2186,Toys & Games,3.5,57.96,859
B0002187,Sample Product 2187,Books,4.3,132.19,866
B0002188,Sample Product 2188,Pet Supplies,4.0,118.81,868
B0002189,Sample Product 2189,Books,3.9,470.57,444
B0002190,Sample Product 2190,Books,3.7,365.15,244
B0002191,Sample Product 2191,Clothing,2.2,429.08,546
B0002192,Sample Product 2192,Office Products,2.8,67.13,734
B0002193,Sample Product 2193,Home & Garden,2.6,22.7,702
B0002194,Sample Product 2194,Electronics,4.1,208.52,802
B0002195,Sample Product 2195,Pet Supplies,5.0,366.35,554
B0002196,Sample Product 2196,Books,5.0,118.09,949
B0002197,Sample Product 2197,Books,4.8,63.64,675
B0002198,Sample Product 2198,Office Products,5.0,396.18,295
B0002199,Sample Product 2199,Clothing,2.9,250.35,705
B0002200,Sample Product 2200,Pet Supplies,2.8,72.5,618
B0002201,Sample Product 2201,Toys & Games,3.7,32.39,591
B0002202,Sample Product 2202,Pet Supplies,3.6,182.13,134
B0002203,Sample Product 2203,Books,3.8,420.41,490
B0002204,Sample Product 2204,Toys & Games,5.0,328.62,435
B0002205,Sample Product 2205,Beauty & Health,5.0,325.38,243
B0002206,Sample Product 2206,Beauty & Health,4.0,277.06,91
B0002207,Sample Product 2207,Clothing,3.3,56.81,501
B0002208,Sample Product 2208,Clothing,3.5,161.72,879
B0002209,Sample Product 2209,Electronics,3.2,254.27,758
B0002210,Sample Product 2210,Clothing,3.5,425.14,380
B0002211,Sample Product 2211,Beauty & Health,1.5,247.77,910
B0002212,Sample Product 2212,Sports & Outdoors,4.3,114.47,54
B0002213,Sample Product 2213,Toys & Games,5.0,402.55,939
B0002214,Sample Product 2214,Electronics,3.8,248.65,234
B0002215,Sample Product 2215,Automotive,5.0,209.39,194
B0002216,Sample Product 2216,Electronics,5.0,385.65,537
B0002217,Sample Product 2217,Toys & Games,5.0,239.05,348
B0002218,Sample Product 2218,Home & Garden,4.0,486.12,885
B0002219,Sample Product 2219,Home & Garden,3.2,161.42,80
B0002220,Sample Product 2220,Home & Garden,3.4,316.13,679
B0002221,Sample Product 2221,Electronics,4.4,52.0,355
B0002222,Sample Product 2222,Sports & Outdoors,4.0,61.0,204
B0002223,Sample Product 2223,Beauty & Health,3.6,444.98,279
B0002224,Sample Product 2224,Toys & Games,5.0,108.72,912
B0002225,Sample Product 2225,Electronics,4.9,452.67,684
B0002226,Sample Product 2226,Pet Supplies,4.0,475.35,902
B0002227,Sample Product 2227,Pet Supplies,4.4,303.49,549
B0002228,Sample Product 2228,Clothing,4.8,295.3,535
B0002229,Sample Product 2229,Home & Garden,3.4,491.04,639
B0002230,Sample Product 2230,Sports & Outdoors,4.7,120.83,733
B0002231,Sample Product 2231,Clothing,4.2,133.31,258
B0002232,Sample Product 2232,Pet Supplies,3.0,461.25,500
B0002233,Sample Product 2233,Office Products,4.2,367.19,462
B0002234,Sample Product 2234,Beauty & Health,3.6,345.71,7
B0002235,Sample Product 2235,Home & Garden,3.5,243.99,268
B0002236,Sample Product 2236,Clothing,5.0,72.81,925
B0002237,Sample Product 2237,Beauty & Health,3.0,457.08,778
B0002238,Sample Product 2238,Books,4.8,315.56,434
B0002239,Sample Product 2239,Home & Garden,4.2,149.73,497
B0002240,Sample Product 2240,Home & Garden,3.3,175.95,272
B0002241,Sample Product 2241,Pet Supplies,5.0,55.47,278
B0002242,Sample Product 2242,Automotive,4.3,32.96,589
B0002243,Sample Product 2243,Home & Garden,3.5,422.3,739
B0002244,Sample Product 2244,Clothing,1.5,153.74,901
B0002245,Sample Product 2245,Beauty & Health,4.6,230.88,20
B0002246,Sample Product 2246,Pet Supplies,5.0,401.67,28
B0002247,Sample Product 2247,Office Products,4.1,118.89,941
B0002248,Sample Product 2248,Books,4.2,264.6,837
B0002249,Sample Product 2249,Books,4.9,192.21,760
B0002250,Sample Product 2250,Office Products,4.0,139.33,878
B0002251,Sample Product 2251,Beauty & Health,4.2,176.5,11
B0002252,Sample Product 2252,Toys & Games,3.3,355.22,34
B0002253,Sample Product 2253,Electronics,4.1,435.75,890
B0002254,Sample Product 2254,Beauty & Health,4.0,480.33,11
B0002255,Sample Product 2255,Electronics,4.1,182.39,135
B0002256,Sample Product 2256,Home & Garden,2.9,430.74,323
B0002257,Sample Product 2257,Home & Garden,5.0,219.56,174
B0002258,Sample Product 2258,Sports & Outdoors,2.2,227.32,761
B0002259,Sample Product 2259,Toys & Games,3.9,220.62,801
B0002260,Sample Product 2260,Electronics,4.9,417.47,981
B0002261,Sample Product 2261,Pet Supplies,5.0,306.72,846
B0002262,Sample Product 2262,Pet Supplies,3.9,160.32,528
B0002263,Sample Product 2263,Office Products,2.0,370.71,968
B0002264,Sample Product 2264,Home & Garden,4.5,366.19,73
B0002265,Sample Product 2265,Home & Garden,4.2,123.66,76
B0002266,Sample Product 2266,Home & Garden,4.4,268.49,988
B0002267,Sample Product 2267,Clothing,4.1,46.1,636
B0002268,Sample Product 2268,Electronics,4.8,382.68,344
B0002269,Sample Product 2269,Automotive,3.6,477.43,667
B0002270,Sample Product 2270,Toys & Games,4.0,102.75,857
B0002271,Sample Product 2271,Sports & Outdoors,4.6,343.96,527
B0002272,Sample Product 2272,Beauty & Health,2.7,366.9,402
B0002273,Sample Product 2273,Beauty & Health,3.5,267.27,273
B0002274,Sample Product 2274,Toys & Games,3.3,329.2,792
B0002275,Sample Product 2275,Pet Supplies,4.4,420.25,611
B0002276,Sample Product 2276,Clothing,5.0,282.77,445
B0002277,Sample Product 2277,Sports & Outdoors,4.8,396.35,341
B0002278,Sample Product 2278,Sports & Outdoors,4.9,347.02,410
B0002279,Sample Product 2279,Pet Supplies,2.7,438.31,636
B0002280,Sample Product 2280,Pet Supplies,3.7,277.81,900
B0002281,Sample Product 2281,Pet Supplies,4.0,61.65,890
B0002282,Sample Product 2282,Automotive,3.6,124.59,945
B0002283,Sample Product 2283,Home & Garden,5.0,56.06,559
B0002284,Sample Product 2284,Automotive,4.1,435.62,581
B0002285,Sample Product 2285,Sports & Outdoors,5.0,242.64,472
B0002286,Sample Product 2286,Electronics,2.3,184.78,694
B0002287,Sample Product 2287,Clothing,3.6,58.54,348
